COUNTY,POP1990,MIDDLE1990,HS1990,COLLEGE1990,BACHELOR1990,GRADUATE1990,MIDDLE1990,HS1990,COLLEGE1990,BACHELOR1990,GRADUATE1990
Cumberland ,127451,24228,103223,54733,29176,9619,0.190096586,0.809903414,0.429443472,0.228919349,0.075472142
Dauphin ,160436,35952,124484,61138,29791,10036,0.224089357,0.775910643,0.381074073,0.185687751,0.062554539
Delaware ,362470,67451,295019,168264,89715,33344,0.186087124,0.813912876,0.46421497,0.247510139,0.091991061
Elk ,22980,5766,17214,5633,2191,638,0.250913838,0.749086162,0.245126197,0.095343777,0.027763272
Erie ,171369,38567,132802,60796,27790,9391,0.225052372,0.774947628,0.354766615,0.162164686,0.054799876
Fayette ,97760,31491,66269,21578,9074,3456,0.322125614,0.677874386,0.220724223,0.092819149,0.035351882
Forest ,3326,982,2344,777,263,86,0.295249549,0.704750451,0.233613951,0.079073963,0.025856885
Franklin ,79728,24427,55301,21245,9880,4019,0.306379189,0.693620811,0.266468493,0.123921333,0.05040889
Fulton ,8823,3179,5644,1582,650,239,0.360308285,0.639691715,0.179304092,0.073671087,0.027088292
Greene ,25473,8151,17322,6261,2886,1059,0.319985867,0.680014133,0.24578966,0.113296432,0.041573431
Huntingdon ,28598,8236,20362,6444,2700,1038,0.287992167,0.712007833,0.225330443,0.094412197,0.036296244
Indiana ,53384,13881,39503,15703,7712,3251,0.260021729,0.739978271,0.294151806,0.14446276,0.060898397
Jefferson ,30439,8350,22089,7114,2719,1000,0.27431913,0.72568087,0.233713328,0.089326193,0.03285259
Juniata ,13418,4675,8743,2524,973,347,0.34841258,0.65158742,0.18810553,0.072514533,0.025860784
Lackawanna ,148840,39705,109135,49705,22048,8272,0.266762967,0.733237033,0.333949207,0.148132223,0.055576458
Lancaster ,266024,78592,187432,84032,44369,14217,0.295431991,0.704568009,0.315881274,0.166785704,0.053442547
Lawrence ,64760,17517,47243,17917,7668,2891,0.270491044,0.729508956,0.276667696,0.118406424,0.044641754
Lebanon ,75181,22568,52613,18651,8852,3207,0.300182227,0.699817773,0.248081297,0.117742515,0.042657054
Lehigh ,198134,50244,147890,77219,38895,14011,0.253585957,0.746414043,0.389731192,0.19630654,0.070714769
Luzerne ,226563,63451,163112,70219,29575,10954,0.280058968,0.719941032,0.309931454,0.130537643,0.048348583
Lycoming ,77533,19790,57743,25863,9536,3162,0.255246153,0.744753847,0.333574091,0.12299279,0.040782634
Mc Kean ,31196,7672,23524,8917,3799,1445,0.245928965,0.754071035,0.285837928,0.121778433,0.046320041
Mercer ,80181,19926,60255,24092,10880,3926,0.24851274,0.75148726,0.300470186,0.135692995,0.048964218
Mifflin ,30339,9646,20693,5944,2642,1019,0.317940605,0.682059395,0.195919444,0.087082633,0.033587132
Monroe ,62178,13686,48492,23164,10925,3646,0.220110007,0.779889993,0.372543343,0.175705233,0.058638104
Montgomery ,465684,75275,390409,250387,149382,58905,0.161643947,0.838356053,0.537675763,0.320779756,0.126491355
Montour ,11967,2971,8996,4076,2240,1151,0.248266065,0.751733935,0.340603326,0.187181416,0.096181165
Northampton ,162397,43618,118779,57711,27179,9882,0.268588705,0.731411295,0.355369865,0.167361466,0.060850878
Northumberland ,66177,20846,45331,13609,5708,2047,0.315003702,0.684996298,0.205645466,0.086253532,0.030932197
Perry ,26354,7303,19051,6028,2337,744,0.277111634,0.722888366,0.228731881,0.088677241,0.028231009
Philadelphia ,1024833,365713,659120,321482,156027,64718,0.356851311,0.643148689,0.313692084,0.152246268,0.063149801
Pike ,19125,3978,15147,6681,2807,1014,0.208,0.792,0.349333333,0.146771242,0.053019608
Potter ,10847,2847,8000,2765,1065,314,0.262468885,0.737531115,0.254909191,0.09818383,0.028948096
Schuylkill ,105805,33420,72385,22562,8562,3281,0.31586409,0.68413591,0.21324134,0.080922452,0.031009877
Snyder ,22638,8055,14583,4784,2397,975,0.355817652,0.644182348,0.211326089,0.105883912,0.043069176
Somerset ,52252,16231,36021,11181,4640,1695,0.310629258,0.689370742,0.21398224,0.088800429,0.03243895
Sullivan ,4122,1229,2893,985,353,134,0.298156235,0.701843765,0.238961669,0.08563804,0.032508491
Susquehanna ,26329,6309,20020,7711,2927,1072,0.23962171,0.76037829,0.292870979,0.111170193,0.040715561
Tioga ,25750,6991,18759,7665,3256,1286,0.271495146,0.728504854,0.297669903,0.126446602,0.049941748
Union ,22019,5927,16092,7322,3847,1748,0.26917662,0.73082338,0.332530996,0.174712748,0.079385985
Venango ,39356,10149,29207,10278,4238,1432,0.257876817,0.742123183,0.261154589,0.107683708,0.036385812
Warren ,30156,7065,23091,8567,3233,1048,0.234281735,0.765718265,0.284089402,0.107209179,0.03475262
Washington ,139715,37412,102303,43248,19041,6610,0.267773682,0.732226318,0.30954443,0.136284579,0.047310597
Wayne ,26727,6903,19824,8178,3489,1295,0.258278146,0.741721854,0.305982714,0.130542148,0.048452875
Westmoreland ,255717,57144,198573,89904,39274,12764,0.223465784,0.776534216,0.351576156,0.153583845,0.049914554
Wyoming ,17370,3884,13486,5460,2298,825,0.223603915,0.776396085,0.31433506,0.132297064,0.047495682
York ,225121,61266,163855,70062,31272,9881,0.272146979,0.727853021,0.3112193,0.138911963,0.043891951
Bristol ,32678,8518,24160,15771,8959,3544,0.260664667,0.739335333,0.482618275,0.274159985,0.10845217
Kent ,110174,25580,84594,49159,22536,7279,0.232178191,0.767821809,0.446194202,0.204549168,0.066068219
Newport ,57136,9838,47298,30738,17199,6398,0.172185662,0.827814338,0.537979558,0.301018622,0.111978437
Providence ,390104,128586,261518,147723,71434,26315,0.329619794,0.670380206,0.378675943,0.183115272,0.067456371
Washington ,68864,11822,57042,37157,20032,7990,0.171671701,0.828328299,0.539570748,0.290892193,0.11602579
Abbeville ,15061,6183,8878,3854,1633,576,0.410530509,0.589469491,0.255892703,0.108425735,0.038244472
Aiken ,76260,22366,53894,29589,13128,4222,0.293286126,0.706713874,0.388001574,0.172147915,0.055363231
Allendale ,6890,3289,3601,1543,654,192,0.477358491,0.522641509,0.22394775,0.094920174,0.027866473
Anderson ,95330,34343,60987,31675,12279,3695,0.360253855,0.639746145,0.332266862,0.128805203,0.038760097
Bamberg ,9522,3888,5634,2930,1069,460,0.40831758,0.59168242,0.307708465,0.112266331,0.048309179
Barnwell ,12160,4876,7284,3453,1442,411,0.400986842,0.599013158,0.283963816,0.118585526,0.033799342
Beaufort ,52125,8673,43452,29161,13836,4184,0.166388489,0.833611511,0.559443645,0.265438849,0.080268585
Berkeley ,73054,17977,55077,29255,8464,2198,0.246078243,0.753921757,0.400457196,0.115859501,0.030087333
Calhoun ,8157,3106,5051,2391,956,272,0.380777247,0.619222753,0.293122471,0.117199951,0.033345593
Charleston ,179358,44003,135355,88350,40108,14016,0.245336143,0.754663857,0.492590239,0.2236198,0.078145385
Cherokee ,28178,12063,16115,7071,2615,811,0.428099936,0.571900064,0.25094045,0.092802896,0.028781319
Chester ,20071,8652,11419,4794,1821,630,0.431069703,0.568930297,0.238852075,0.090727916,0.031388571
Chesterfield ,24100,11110,12990,5538,1857,521,0.460995851,0.539004149,0.229792531,0.077053942,0.021618257
Clarendon ,17467,7878,9589,4355,1775,483,0.451021927,0.548978073,0.249327303,0.101620198,0.027652144
Colleton ,21362,8189,13173,6088,2044,512,0.383344256,0.616655744,0.284992042,0.095683925,0.023967793
Darlington ,38488,14524,23964,11351,4769,1395,0.377364373,0.622635627,0.294923093,0.123908751,0.036245063
Dillon ,17148,8149,8999,3781,1464,580,0.475215769,0.524784231,0.220492186,0.085374388,0.033823186
Dorchester ,49610,11558,38052,22003,8588,2971,0.232977222,0.767022778,0.443519452,0.17311026,0.05988712
Edgefield ,11453,4285,7168,3590,1395,480,0.37413778,0.62586222,0.31345499,0.121802148,0.041910416
Fairfield ,13642,5718,7924,3369,1304,309,0.419146753,0.580853247,0.246957924,0.095587157,0.022650638
Florence ,70001,24981,45020,23947,10358,3193,0.35686633,0.64313367,0.342095113,0.147969315,0.045613634
Georgetown ,28431,10276,18155,9774,4446,1473,0.36143646,0.63856354,0.343779677,0.156378601,0.051809644
Greenville ,207093,58804,148289,91591,43542,13009,0.283949723,0.716050277,0.442269898,0.210253364,0.062817188
Greenwood ,37559,13498,24061,13758,6024,1984,0.35938124,0.64061876,0.366303682,0.160387657,0.052823558
Hampton ,10659,4378,6281,2536,938,308,0.410732714,0.589267286,0.237921006,0.088000751,0.028895769
Horry ,94908,24408,70500,40422,15174,4564,0.25717537,0.74282463,0.425907194,0.159881148,0.048088675
Jasper ,9155,4162,4993,1783,440,217,0.454614965,0.545385035,0.194756963,0.048061169,0.023702895
Kershaw ,28123,9060,19063,8921,3506,1162,0.322156242,0.677843758,0.317213669,0.124666643,0.041318494
Lancaster ,34417,13781,20636,9161,3302,1175,0.400412587,0.599587413,0.266176599,0.095940959,0.034140105
Laurens ,36822,15693,21129,9986,4170,1215,0.426185433,0.573814567,0.271196567,0.113247515,0.032996578
Lee ,10948,5095,5853,2199,816,207,0.465381805,0.534618195,0.200858604,0.074534161,0.018907563
Lexington ,106563,24227,82336,50041,22330,7365,0.22734908,0.77265092,0.469590759,0.209547404,0.069114045
McCormick ,5641,2682,2959,1089,403,76,0.475447616,0.524552384,0.193050878,0.071441234,0.013472789
Marion ,20362,9095,11267,4604,1855,572,0.446665357,0.553334643,0.226107455,0.091101071,0.028091543
Marlboro ,17874,8768,9106,3731,1411,441,0.490544926,0.509455074,0.20873895,0.078941479,0.024672709
Newberry ,21275,8059,13216,6095,2649,766,0.37880141,0.62119859,0.286486486,0.124512338,0.0360047
Oconee ,38114,13937,24177,12238,5076,1711,0.365666159,0.634333841,0.321089363,0.133179409,0.044891641
Orangeburg ,50212,18897,31315,16439,6861,2657,0.3763443,0.6236557,0.327391859,0.136640644,0.052915638
Pickens ,54715,18928,35787,19912,9235,3898,0.345938043,0.654061957,0.363922142,0.168783697,0.07124189
Richland ,174489,35915,138574,97120,48872,16969,0.205829594,0.794170406,0.556596691,0.280086424,0.097249683
Saluda ,10487,4214,6273,2467,837,198,0.401830838,0.598169162,0.235243635,0.079813102,0.018880519
Spartanburg ,146403,54213,92190,51046,20903,6912,0.370299789,0.629700211,0.348667719,0.142777129,0.047212147
Sumter ,61056,18449,42607,25361,9139,3120,0.302165225,0.697834775,0.415372773,0.149682259,0.051100629
Union ,19895,8952,10943,4603,1431,482,0.449962302,0.550037698,0.231364664,0.07192762,0.024227193
Williamsburg ,21199,9414,11785,5015,2107,607,0.444077551,0.555922449,0.236567763,0.099391481,0.028633426
York ,81753,26544,55209,32992,13807,4473,0.324685333,0.675314667,0.403557056,0.168886769,0.054713588
Aurora ,2083,621,1462,771,230,45,0.2981277,0.7018723,0.370139222,0.110417667,0.021603457
Beadle ,12076,2937,9139,4838,1829,415,0.243209672,0.756790328,0.400629347,0.151457436,0.034365684
Bennett ,1807,584,1223,712,188,55,0.323187604,0.676812396,0.394023243,0.104039845,0.030437189
Bon Homme ,4844,1549,3295,1714,546,169,0.319777044,0.680222956,0.353839802,0.112716763,0.034888522
Brookings ,13094,2326,10768,7126,3572,1559,0.177638613,0.822361387,0.544218726,0.272796701,0.119062166
Brown ,22231,4904,17327,10433,4598,1306,0.220592866,0.779407134,0.469299627,0.206828303,0.058746795
Brule ,3348,890,2458,1268,498,144,0.265830346,0.734169654,0.378733572,0.14874552,0.043010753
Buffalo ,814,316,498,164,34,8,0.388206388,0.611793612,0.201474201,0.041769042,0.00982801
Butte ,5076,1296,3780,2017,625,169,0.255319149,0.744680851,0.397360126,0.123128448,0.033293932
Campbell ,1360,469,891,449,145,30,0.344852941,0.655147059,0.330147059,0.106617647,0.022058824
Charles Mix ,5616,1826,3790,1874,556,125,0.32514245,0.67485755,0.333689459,0.099002849,0.022257835
Clark ,2939,869,2070,955,288,39,0.295678802,0.704321198,0.324940456,0.097992514,0.01326982
Clay ,6181,966,5215,3773,2242,1206,0.156285391,0.843714609,0.610419026,0.362724478,0.195114059
Codington ,14106,3384,10722,5002,1825,517,0.239897916,0.760102084,0.354600879,0.12937757,0.03665107
Corson ,2315,850,1465,691,242,65,0.367170626,0.632829374,0.298488121,0.104535637,0.028077754
Custer ,4138,809,3329,1814,723,185,0.195505075,0.804494925,0.438376027,0.174722088,0.044707588
Davison ,10992,2650,8342,4604,1627,477,0.241084425,0.758915575,0.418850073,0.148016739,0.043395197
Day ,4685,1443,3242,1622,531,147,0.308004269,0.691995731,0.346211313,0.113340448,0.031376734
Deuel ,3073,948,2125,864,299,74,0.308493329,0.691506671,0.281158477,0.097299056,0.024080703
Dewey ,2851,938,1913,1021,297,84,0.329007366,0.670992634,0.358119958,0.104173974,0.029463346
Douglas ,2412,1014,1398,685,269,66,0.42039801,0.57960199,0.283996683,0.111525705,0.027363184
Edmunds ,3010,1078,1932,963,341,67,0.358139535,0.641860465,0.319933555,0.113289037,0.022259136
Fall River ,5306,1376,3930,2043,867,237,0.259329061,0.740670939,0.385035809,0.163399925,0.044666415
Faulk ,1882,619,1263,576,199,45,0.32890542,0.67109458,0.306057386,0.105738576,0.023910733
Grant ,5415,1408,4007,1714,504,107,0.260018467,0.739981533,0.316528163,0.093074792,0.019759926
Gregory ,3600,1070,2530,1187,423,80,0.297222222,0.702777778,0.329722222,0.1175,0.022222222
Haakon ,1555,255,1300,641,197,43,0.163987138,0.836012862,0.41221865,0.126688103,0.027652733
Hamlin ,3241,989,2252,1087,363,64,0.305152731,0.694847269,0.335390312,0.112002468,0.019746992
Hand ,2852,760,2092,1019,364,79,0.266479663,0.733520337,0.357293128,0.127629734,0.02769986
Hanson ,1959,526,1433,767,299,89,0.268504339,0.731495661,0.391526289,0.152628892,0.045431343
Harding ,1014,174,840,438,164,27,0.171597633,0.828402367,0.431952663,0.1617357,0.026627219
Hughes ,9294,1441,7853,5012,2378,660,0.155046266,0.844953734,0.539272649,0.255863998,0.071013557
Hutchinson ,5773,2157,3616,1891,655,173,0.373635891,0.626364109,0.327559328,0.113459207,0.029967088
Hyde ,1186,342,844,430,172,42,0.28836425,0.71163575,0.362563238,0.145025295,0.035413153
Jackson ,1600,497,1103,576,174,31,0.310625,0.689375,0.36,0.10875,0.019375
Jerauld ,1668,533,1135,621,189,41,0.319544365,0.680455635,0.372302158,0.113309353,0.024580336
Jones ,869,211,658,329,125,31,0.242807825,0.757192175,0.378596087,0.143843498,0.035673188
Kingsbury ,4089,1064,3025,1419,474,103,0.26021032,0.73978968,0.347028613,0.115920763,0.025189533
Lake ,6630,1355,5275,2682,1225,338,0.204374057,0.795625943,0.404524887,0.184766214,0.050980392
Lawrence ,12613,2305,10308,6132,2418,649,0.182747958,0.817252042,0.486165068,0.191706969,0.051454848
Lincoln ,9727,1997,7730,4135,1593,444,0.205304822,0.794695178,0.425105377,0.163770947,0.04564614
Lyman ,2167,629,1538,716,228,61,0.290263036,0.709736964,0.330410706,0.105214582,0.028149515
McCook ,3788,1074,2714,1362,451,115,0.283526927,0.716473073,0.359556494,0.11906019,0.030359029
McPherson ,2352,1271,1081,625,236,61,0.540391156,0.459608844,0.265731293,0.100340136,0.025935374
Marshall ,3281,1127,2154,1154,334,62,0.343492838,0.656507162,0.351722036,0.101798232,0.018896678
Meade ,12719,2310,10409,6180,2088,612,0.181618052,0.818381948,0.485887255,0.164163849,0.04811699
Mellette ,1224,392,832,412,151,40,0.320261438,0.679738562,0.336601307,0.123366013,0.032679739
Miner ,2207,634,1573,770,227,47,0.287267784,0.712732216,0.348889896,0.102854554,0.021295877
Minnehaha ,77339,13050,64289,38311,16453,4153,0.168737636,0.831262364,0.495364564,0.212738722,0.053698651
Moody ,4103,1041,3062,1516,572,137,0.253716793,0.746283207,0.369485742,0.139410188,0.033390202
Pennington ,48782,7422,41360,25941,10318,3126,0.152146283,0.847853717,0.531774015,0.211512443,0.064081013
Perkins ,2716,746,1970,1031,344,108,0.27466863,0.72533137,0.379602356,0.126656848,0.039764359
Potter ,2153,622,1531,831,265,67,0.28889921,0.71110079,0.385973061,0.123084069,0.031119368
Roberts ,6224,2269,3955,1973,646,178,0.364556555,0.635443445,0.316998715,0.103791774,0.028598972
Sanborn ,1855,484,1371,787,304,59,0.260916442,0.739083558,0.42425876,0.163881402,0.03180593
Shannon ,4251,1728,2523,1562,453,153,0.40649259,0.59350741,0.367442955,0.106563162,0.035991531
Spink ,5286,1437,3849,2036,671,153,0.27185017,0.72814983,0.385168369,0.126939084,0.028944381
Stanley ,1496,336,1160,632,218,54,0.22459893,0.77540107,0.422459893,0.145721925,0.036096257
Sully ,1062,224,838,397,137,11,0.210922787,0.789077213,0.373822976,0.129001883,0.010357815
Todd ,3686,1209,2477,1372,434,185,0.32799783,0.67200217,0.372219208,0.117742811,0.050189908
Tripp ,4404,1255,3149,1561,424,88,0.284968211,0.715031789,0.3544505,0.096276113,0.019981835
Turner ,5866,1596,4270,2114,736,154,0.272076372,0.727923628,0.360381862,0.125468803,0.026252983
Union ,6516,1679,4837,2292,904,314,0.257673419,0.742326581,0.35174954,0.138735421,0.048189073
Walworth ,4222,1204,3018,1558,612,167,0.285172904,0.714827096,0.369019422,0.144954998,0.039554713
Yankton ,12372,2821,9551,5289,2303,753,0.228014872,0.771985128,0.427497575,0.186146136,0.06086324
Ziebach ,1105,414,691,309,94,25,0.374660633,0.625339367,0.279638009,0.085067873,0.022624434
Anderson ,46176,12737,33439,18738,8583,3571,0.275835932,0.724164068,0.405795218,0.18587578,0.077334546
Bedford ,19807,8406,11401,5172,2083,636,0.424395416,0.575604584,0.261119806,0.105164841,0.03210986
Benton ,9943,4345,5598,2130,737,298,0.436990848,0.563009152,0.21422106,0.074122498,0.029970834
Bledsoe ,6378,3054,3324,1182,347,127,0.47883349,0.52116651,0.185324553,0.05440577,0.019912198
Blount ,57983,18288,39695,20502,8290,2773,0.31540279,0.68459721,0.353586396,0.14297294,0.047824362
Bradley ,46833,16673,30160,16727,5586,1869,0.356009651,0.643990349,0.357162684,0.11927487,0.039907757
Campbell ,22563,11850,10713,4282,1483,554,0.525196118,0.474803882,0.189779728,0.065727075,0.024553472
Cannon ,6844,3110,3734,1275,473,167,0.454412624,0.545587376,0.186294565,0.069111631,0.024400935
Carroll ,18434,8234,10200,3947,1340,463,0.446674623,0.553325377,0.214115222,0.072691765,0.025116632
Carter ,34457,14654,19803,9458,3722,1136,0.425283687,0.574716313,0.274487042,0.10801869,0.032968628
Cheatham ,17135,5995,11140,5189,1800,502,0.34986869,0.65013131,0.302830464,0.105048147,0.029296761
Chester ,7753,3522,4231,1927,677,279,0.454275764,0.545724236,0.248548949,0.087321037,0.03598607
Claiborne ,16574,8159,8415,3501,1329,507,0.49227706,0.50772294,0.211234464,0.080185833,0.030590081
Clay ,4875,2509,2366,781,380,123,0.514666667,0.485333333,0.160205128,0.077948718,0.025230769
Cocke ,19186,9515,9671,3495,1057,320,0.495934536,0.504065464,0.182164078,0.055092255,0.016678828
Coffee ,26355,9211,17144,9314,4040,1396,0.349497249,0.650502751,0.353405426,0.153291596,0.052969076
Crockett ,9003,3851,5152,1820,576,164,0.427746307,0.572253693,0.202154837,0.063978674,0.01821615
Cumberland ,23588,9476,14112,6378,2402,799,0.401729693,0.598270307,0.270391725,0.10183144,0.033873156
Davidson ,335805,81073,254732,164498,81852,28570,0.241428805,0.758571195,0.489861676,0.243748604,0.085079138
Decatur ,7154,3366,3788,1309,345,110,0.470506011,0.529493989,0.18297456,0.048224769,0.015376013
DeKalb ,9557,4748,4809,1852,803,334,0.496808622,0.503191378,0.19378466,0.084022183,0.034948206
Dickson ,22161,8530,13631,5320,2037,741,0.384910428,0.615089572,0.240061369,0.091918235,0.033437119
Dyer ,22534,10078,12456,6520,2116,842,0.447235289,0.552764711,0.289340552,0.093902547,0.037365758
Fayette ,15630,6957,8673,3673,1244,439,0.445105566,0.554894434,0.234996801,0.079590531,0.028087012
Fentress ,9349,5153,4196,1472,620,213,0.551181945,0.448818055,0.157449995,0.066317253,0.022783185
Franklin ,22461,8208,14253,7031,2934,1153,0.365433418,0.634566582,0.313031477,0.130626419,0.051333422
Gibson ,31181,13255,17926,7629,2496,742,0.425098618,0.574901382,0.244668227,0.080048748,0.023796543
Giles ,16761,6685,10076,4221,1494,602,0.398842551,0.601157449,0.251834616,0.089135493,0.035916711
Grainger ,11128,5975,5153,1720,532,192,0.536933861,0.463066139,0.154565061,0.047807333,0.017253774
Greene ,37588,15737,21851,9721,3857,1272,0.418670852,0.581329148,0.258619772,0.102612536,0.033840587
Grundy ,8308,4593,3715,1328,451,179,0.552840636,0.447159364,0.159845932,0.054285026,0.021545498
Hamblen ,33214,12740,20474,10145,3727,1153,0.383573192,0.616426808,0.305443488,0.112211718,0.034714277
Hamilton ,187566,51497,136069,84387,36958,11052,0.274554024,0.725445976,0.449905633,0.197039975,0.058923259
Hancock ,4389,2529,1860,673,223,79,0.57621326,0.42378674,0.15333789,0.05080884,0.017999544
Hardeman ,14565,6842,7723,3101,1105,376,0.469756265,0.530243735,0.212907655,0.075866804,0.025815311
Hardin ,14892,6724,8168,2829,904,386,0.451517593,0.548482407,0.189967768,0.060703734,0.025919957
Hawkins ,29549,12413,17136,6628,2481,857,0.420081898,0.579918102,0.224305391,0.083962232,0.029002674
Haywood ,12043,5664,6379,2759,1046,355,0.470314706,0.529685294,0.22909574,0.086855435,0.029477705
Henderson ,14433,6473,7960,3387,984,285,0.448486108,0.551513892,0.234670547,0.068177094,0.019746414
Henry ,19266,7706,11560,4522,1642,622,0.399979238,0.600020762,0.234714004,0.085227863,0.032284854
Hickman ,11216,4977,6239,2568,807,284,0.443741084,0.556258916,0.228958631,0.071950785,0.02532097
Houston ,4722,2231,2491,855,298,83,0.472469293,0.527530707,0.181067344,0.063108852,0.017577298
Humphreys ,10429,3804,6625,2407,956,251,0.364752133,0.635247867,0.230798734,0.091667466,0.024067504
Jackson ,6328,3468,2860,1073,432,175,0.548040455,0.451959545,0.169563843,0.068268015,0.027654867
Jefferson ,21504,8502,13002,6347,2524,1070,0.395368304,0.604631696,0.29515439,0.117373512,0.049758185
Johnson ,9330,4928,4402,1567,465,173,0.528188639,0.471811361,0.16795284,0.049839228,0.018542337
Knox ,218321,55502,162819,102866,52211,18514,0.254221994,0.745778006,0.4711686,0.23914786,0.084801737
Lake ,4700,2371,2329,920,237,65,0.504468085,0.495531915,0.195744681,0.050425532,0.013829787
Lauderdale ,14762,7078,7684,2868,883,235,0.479474326,0.520525674,0.194282618,0.059815743,0.015919252
Lawrence ,22533,10437,12096,4885,1499,641,0.463187325,0.536812675,0.216793148,0.066524653,0.028447166
Lewis ,5906,2865,3041,1079,296,124,0.485099898,0.514900102,0.182695564,0.050118524,0.020995598
Lincoln ,18592,7910,10682,4638,1696,574,0.425451807,0.574548193,0.249462134,0.091222031,0.030873494
Loudon ,21047,7629,13418,6447,2014,620,0.362474462,0.637525538,0.306314439,0.095690597,0.02945788
McMinn ,27830,11930,15900,7763,2920,1040,0.428674093,0.571325907,0.278943586,0.104922745,0.037369745
McNairy ,15105,6437,8668,2809,785,296,0.426150281,0.573849719,0.185964912,0.051969547,0.01959616
Macon ,10279,5225,5054,1573,565,228,0.50831793,0.49168207,0.15303045,0.054966436,0.022181146
Madison ,48976,15523,33453,19562,8113,2839,0.31695116,0.68304884,0.399420124,0.165652565,0.057967168
Marion ,15993,7694,8299,3393,1031,409,0.481085475,0.518914525,0.212155318,0.064465704,0.025573688
Marshall ,14087,5634,8453,3456,1085,337,0.39994321,0.60005679,0.245332576,0.077021367,0.023922766
Maury ,35515,12342,23173,11713,4294,1539,0.347515134,0.652484866,0.329804308,0.120906659,0.043333803
Meigs ,5185,2452,2733,1102,342,106,0.472902604,0.527097396,0.212536162,0.065959499,0.020443587
Monroe ,19521,9777,9744,3966,1489,491,0.500845244,0.499154756,0.203165821,0.07627683,0.0251524
Montgomery ,58067,12835,45232,26083,9565,3021,0.221037767,0.778962233,0.449188007,0.164723509,0.052026108
Moore ,3092,1031,2061,912,363,108,0.333441138,0.666558862,0.294954722,0.117399741,0.034928849
Morgan ,11086,4805,6281,2045,409,157,0.433429551,0.566570449,0.184466895,0.036893379,0.014162006
Obion ,20903,8095,12808,4963,1780,552,0.387264986,0.612735014,0.237430034,0.085155241,0.026407693
Overton ,11670,6521,5149,1831,804,327,0.558783205,0.441216795,0.156898029,0.068894602,0.028020566
Perry ,4432,2096,2336,847,308,121,0.472924188,0.527075812,0.191110108,0.069494585,0.027301444
Pickett ,3055,1655,1400,493,277,115,0.541734861,0.458265139,0.161374795,0.090671031,0.037643208
Polk ,8980,4376,4604,2003,522,139,0.487305122,0.512694878,0.223051225,0.058129176,0.015478842
Putnam ,31470,11583,19887,10506,5300,2301,0.368064824,0.631935176,0.333841754,0.168414363,0.073117255
Rhea ,15592,6864,8728,3738,1330,326,0.440225757,0.559774243,0.239738327,0.085300154,0.020908158
Roane ,31943,10652,21291,10681,4222,1744,0.333468992,0.666531008,0.334376859,0.132172933,0.054597251
Robertson ,26549,9168,17381,7260,2559,772,0.345323741,0.654676259,0.273456627,0.096387811,0.029078308
Rutherford ,70105,18318,51787,29984,13092,4287,0.261293774,0.738706226,0.427701305,0.186748449,0.06115113
Scott ,11094,5409,5685,1795,736,292,0.487560844,0.512439156,0.161799171,0.066342167,0.026320534
Sequatchie ,5660,2750,2910,1149,431,161,0.485865724,0.514134276,0.203003534,0.07614841,0.02844523
Sevier ,34071,12599,21472,10434,3682,1085,0.369786622,0.630213378,0.306242846,0.108068445,0.031845264
Shelby ,508251,126401,381850,243787,105711,36245,0.248697986,0.751302014,0.479658673,0.207989753,0.07131319
Smith ,9363,4289,5074,1741,569,171,0.458079675,0.541920325,0.185944676,0.06077112,0.018263377
Stewart ,6550,2695,3855,1508,505,175,0.411450382,0.588549618,0.230229008,0.077099237,0.026717557
Sullivan ,97517,32361,65156,34889,15209,4629,0.331849831,0.668150169,0.357773516,0.15596255,0.047468646
Sumner ,65477,19219,46258,25357,9446,2730,0.293522916,0.706477084,0.387265757,0.144264398,0.04169403
Tipton ,22479,8597,13882,5526,1505,563,0.382445838,0.617554162,0.245829441,0.066951377,0.025045598
Trousdale ,3956,2068,1888,765,277,125,0.522750253,0.477249747,0.193377149,0.070020222,0.031597573
Unicoi ,11479,4632,6847,3055,1087,305,0.40351947,0.59648053,0.266138165,0.09469466,0.026570259
Union ,8583,4672,3911,1361,382,109,0.544331819,0.455668181,0.158569265,0.044506583,0.012699522
Van Buren ,3098,1610,1488,362,128,15,0.519690123,0.480309877,0.11684958,0.041316979,0.004841833
Warren ,21552,9262,12290,4808,1748,571,0.429751299,0.570248701,0.223088344,0.081106162,0.026494061
Washington ,60572,19134,41438,24188,11422,3863,0.315888529,0.684111471,0.399326421,0.188568976,0.063775342
Wayne ,8987,4401,4586,1193,448,162,0.489707355,0.510292645,0.132747302,0.049849783,0.018026038
Weakley ,19677,8483,11194,5116,2025,888,0.431112466,0.568887534,0.259998984,0.102912029,0.045128831
White ,13486,6306,7180,2512,1025,365,0.467596026,0.532403974,0.18626724,0.076004746,0.027065105
Williamson ,51652,9377,42275,30373,17685,5576,0.181541857,0.818458143,0.588031441,0.342387516,0.107953225
Wilson ,43316,12399,30917,16622,6741,1917,0.286245267,0.713754733,0.383738111,0.155623788,0.044256164
Anderson ,31240,10098,21142,11487,2966,1117,0.323239437,0.676760563,0.367701665,0.094942382,0.035755442
Andrews ,8192,3182,5010,2736,803,260,0.388427734,0.611572266,0.333984375,0.098022461,0.031738281
Angelina ,43065,14965,28100,15791,5699,1981,0.347497968,0.652502032,0.366678277,0.132334843,0.046000232
Aransas ,12105,3973,8132,4666,1750,586,0.328211483,0.671788517,0.385460553,0.14456836,0.048409748
Archer ,5152,1419,3733,1837,633,152,0.275427019,0.724572981,0.356560559,0.122864907,0.029503106
